Mode,Date,Price,Holding,Balance,Profit to Initial Balance
Hold Position Short,2022-03-23,42364.378906,0.0027701139605435343,116.87500346808874,0.0
Hold Position Short,2022-03-24,42886.652344,0.0027701139605435343,116.87500346808874,0.0
Hold Position Short,2022-03-25,43964.546875,0.0027701139605435343,116.87500346808874,0.0
Hold Position Short,2022-03-26,44349.859375,0.0027701139605435343,116.87500346808874,0.0
Hold Position Short,2022-03-27,44505.355469,0.0027701139605435343,116.87500346808874,0.0
Hold Position Closed,2022-03-28,46821.851563,0.0,104.04814226301409,4.0481422630140855
Long,2022-03-28,46821.851563,0.002222213321124532,104.04814226301409,0.0
Take Profit Long,2022-03-29,47100.4375,0.002222213321124532,104.66721964329345,4.66721964329345
Short,2022-03-30,47456.898438,0.0022055217068185735,104.66721964329345,0.0
Hold Position Short,2022-03-31,47062.148438,0.0022055217068185735,104.66721964329345,0.0
Hold Position Short,2022-04-01,45554.164063,0.0022055217068185735,104.66721964329345,0.0
Hold Position Short,2022-04-02,46285.5,0.0022055217068185735,104.66721964329345,0.0
Hold Position Short,2022-04-03,45859.128906,0.0022055217068185735,104.66721964329345,0.0
Hold Position Short,2022-04-04,46445.273438,0.0022055217068185735,104.66721964329345,0.0
Hold Position Short,2022-04-05,46624.507813,0.0022055217068185735,104.66721964329345,0.0
Hold Position Short,2022-04-06,45544.355469,0.0022055217068185735,104.66721964329345,0.0
Hold Position Closed,2022-04-07,43207.5,0.0,95.29507914736351,-4.704920852636491
Long,2022-04-07,43207.5,0.0022055217068185735,95.29507914736351,0.0
Hold Position Long,2022-04-08,43505.136719,0.0022055217068185735,95.29507914736351,0.0
Hold Position Long,2022-04-09,42282.078125,0.0022055217068185735,95.29507914736351,0.0
Hold Position Long,2022-04-10,42781.089844,0.0022055217068185735,95.29507914736351,0.0
Hold Position Long,2022-04-11,42201.039063,0.0022055217068185735,95.29507914736351,0.0
Hold Position Long,2022-04-12,39533.714844,0.0022055217068185735,95.29507914736351,0.0
Hold Position Long,2022-04-13,40123.570313,0.0022055217068185735,95.29507914736351,0.0
Hold Position Long,2022-04-14,41160.21875,0.0022055217068185735,95.29507914736351,0.0
Hold Position Closed,2022-04-15,39939.402344,0.0,88.08721882705262,-11.912781172947376
Long,2022-04-15,39939.402344,0.0022055217068185735,88.08721882705262,0.0
Hold Position Long,2022-04-16,40552.316406,0.0022055217068185735,88.08721882705262,0.0
Hold Position Long,2022-04-17,40417.777344,0.0022055217068185735,88.08721882705262,0.0
Hold Position Long,2022-04-18,39721.203125,0.0022055217068185735,88.08721882705262,0.0
Hold Position Long,2022-04-19,40828.175781,0.0022055217068185735,88.08721882705262,0.0
Hold Position Long,2022-04-20,41501.746094,0.0022055217068185735,88.08721882705262,0.0
Hold Position Long,2022-04-21,41371.515625,0.0022055217068185735,88.08721882705262,0.0
Hold Position Long,2022-04-22,40525.863281,0.0022055217068185735,88.08721882705262,0.0
Hold Position Closed,2022-04-23,39738.722656,0.0,87.64461541905104,-12.355384580948964
Short,2022-04-23,39738.722656,0.0022055217068185735,87.64461541905104,0.0
Take Profit Short,2022-04-24,39478.375,0.0022055217068185735,88.21881782567837,-12.9295869875763
Long,2022-04-25,39472.605469,0.00223493779489579,88.21881782567837,0.0
Hold Position Long,2022-04-26,40448.421875,0.00223493779489579,88.21881782567837,0.0
Hold Position Long,2022-04-27,38120.300781,0.00223493779489579,88.21881782567837,0.0
Hold Position Long,2022-04-28,39241.429688,0.00223493779489579,88.21881782567837,0.0
Hold Position Long,2022-04-29,39768.617188,0.00223493779489579,88.21881782567837,0.0
Hold Position Long,2022-04-30,38605.859375,0.00223493779489579,88.21881782567837,0.0
Hold Position Long,2022-05-01,37713.265625,0.00223493779489579,88.21881782567837,0.0
Hold Position Long,2022-05-02,38472.1875,0.00223493779489579,88.21881782567837,0.0
Hold Position Closed,2022-05-03,38528.109375,0.0,86.10792780806632,-13.892072191933678
Short,2022-05-03,38528.109375,0.00223493779489579,86.10792780806632,0.0
Take Profit Short,2022-05-04,37748.011719,0.00223493779489579,87.85139754317034,-15.635541927037693
Short,2022-05-05,39695.746094,0.002213118688716347,87.85139754317034,0.0
Take Profit Short,2022-05-06,36573.183594,0.002213118688716347,94.76199896860517,-19.059203882264498
Short,2022-05-07,36042.503906,0.0026291735783881024,94.76199896860517,0.0
Take Profit Short,2022-05-08,35502.941406,0.0026291735783881024,96.1806024374942,-6.656604500283862
Short,2022-05-09,34060.015625,0.0028238566739499024,96.1806024374942,0.0
Take Profit Short,2022-05-10,30273.654297,0.0028238566739499024,106.87274414355281,-14.511539268564405
Short,2022-05-11,31016.183594,0.0034457090383043475,106.87274414355281,0.0
Hold Position Short,2022-05-12,28936.734375,0.0034457090383043475,106.87274414355281,0.0
Hold Position Short,2022-05-13,29030.910156,0.0034457090383043475,106.87274414355281,0.0
Hold Position Short,2022-05-14,29285.642578,0.0034457090383043475,106.87274414355281,0.0
